,Province,Municipality,TOTALLY,PARTIALLY,TOTAL,L1_name,L2_name,L1_best_match_name,L2_best_match_name,L1_code,L2_code
218,CAMARINES NORTE,DAET,57.00,775.00,832.00,CAMARINES NORTE,DAET,CAMARINES NORTE,DAET (CAPITAL),PH051600000,PH051603000
219,CAMARINES NORTE,JOSE PANGANIBAN,,51.00,51.00,CAMARINES NORTE,JOSE PANGANIBAN,,,PH051600000,PH051605000
220,CAMARINES NORTE,LABO,87.00,"1,593.00","1,680.00",CAMARINES NORTE,LABO,,,PH051600000,PH051606000
221,CAMARINES NORTE,MERCEDES ,183.00,698.00,881.00,CAMARINES NORTE,MERCEDES ,CAMARINES NORTE,MERCEDES,PH051600000,PH051607000
222,CAMARINES NORTE,PARACALE,14.00,151.00,165.00,CAMARINES NORTE,PARACALE,,,PH051600000,PH051608000
223,CAMARINES NORTE,SAN LORENZO RUIZ,7.00,341.00,348.00,CAMARINES NORTE,SAN LORENZO RUIZ,CAMARINES NORTE,SAN LORENZO RUIZ (IMELDA),PH051600000,PH051604000
224,CAMARINES NORTE,SAN VICENTE,11.00,124.00,135.00,CAMARINES NORTE,SAN VICENTE,,,PH051600000,PH051609000
225,CAMARINES NORTE,STA. ELENA,161.00,"2,645.00","2,806.00",CAMARINES NORTE,STA. ELENA,,,,
226,CAMARINES NORTE,TALISAY,82.00,999.00,"1,081.00",CAMARINES NORTE,TALISAY,,,PH051600000,PH051611000
227,CAMARINES NORTE,VINZONS,73.00,868.00,941.00,CAMARINES NORTE,VINZONS,,,PH051600000,PH051612000
228,CATANDUANES,BARAS,4.00,81.00,85.00,CATANDUANES,BARAS,,,PH052000000,PH052002000
229,CATANDUANES,VIGA,21.00,16.00,37.00,CATANDUANES,VIGA,,,PH052000000,PH052010000
230,CATANDUANES,VIRAC,73.00,766.00,839.00,CATANDUANES,VIRAC,CATANDUANES,VIRAC (CAPITAL),PH052000000,PH052011000
231,MASBATE,DIMASALANG,4.00,31.00,35.00,MASBATE,DIMASALANG,,,PH054100000,PH054108000
232,MASBATE,MOBO,10.00,121.00,131.00,MASBATE,MOBO,,,PH054100000,PH054113000
233,MASBATE,MONREAL,77.00,574.00,651.00,MASBATE,MONREAL,,,PH054100000,PH054114000
234,MASBATE,CAWAYAN,123.00,14.00,137.00,MASBATE,CAWAYAN,,,PH054100000,PH054106000
235,MASBATE,SAN JACINTO,16.00,74.00,90.00,MASBATE,SAN JACINTO,,,PH054100000,PH054119000
236,MASBATE,SAN PASCUAL,53.00,455.00,508.00,MASBATE,SAN PASCUAL,,,PH054100000,PH054120000
237,MASBATE,USON ,,10.00,10.00,MASBATE,USON ,MASBATE,USON,PH054100000,PH054121000
238,SORSOGON,BARCELONA ,282.00,"1,917.00","2,199.00",SORSOGON,BARCELONA ,SORSOGON,BARCELONA,PH056200000,PH056202000
239,SORSOGON,BULUSAN,225.00,"2,833.00","3,058.00",SORSOGON,BULUSAN,,,PH056200000,PH056204000
240,SORSOGON,BULAN,218.00,"1,171.00","1,389.00",SORSOGON,BULAN,,,PH056200000,PH056203000
241,SORSOGON,CASIGURAN,418.00,"2,820.00","3,238.00",SORSOGON,CASIGURAN,,,PH056200000,PH056205000
242,SORSOGON,CASTILLA,271.00,"1,433.00","1,704.00",SORSOGON,CASTILLA,,,PH056200000,PH056206000
243,SORSOGON,GUBAT,"1,170.00","2,008.00","3,178.00",SORSOGON,GUBAT,,,PH056200000,PH056208000
244,SORSOGON,IROSIN,405.00,18.00,423.00,SORSOGON,IROSIN,,,PH056200000,PH056209000
245,SORSOGON,JUBAN,413.00,"2,357.00","2,770.00",SORSOGON,JUBAN,,,PH056200000,PH056210000
246,SORSOGON,PILAR,571.00,"4,405.00","4,976.00",SORSOGON,PILAR,,,PH056200000,PH056213000
247,SORSOGON,PRIETO DIAZ,896.00,"3,533.00","4,429.00",SORSOGON,PRIETO DIAZ,,,PH056200000,PH056214000
248,SORSOGON,MATNOG,128.00,"1,721.00","1,849.00",SORSOGON,MATNOG,,,PH056200000,PH056212000
249,NORTHERN SAMAR,ALLEN,316.00,284.00,600.00,NORTHERN SAMAR,ALLEN,,,PH084800000,PH084801000
250,NORTHERN SAMAR,BIRI,350.00,"1,634.00","1,984.00",NORTHERN SAMAR,BIRI,,,PH084800000,PH084802000
251,NORTHERN SAMAR,BOBON,350.00,"1,634.00","1,984.00",NORTHERN SAMAR,BOBON,,,PH084800000,PH084803000
252,NORTHERN SAMAR,CAPUL,18.00,356.00,374.00,NORTHERN SAMAR,CAPUL,,,PH084800000,PH084804000
253,NORTHERN SAMAR,CATARMAN,18.00,398.00,416.00,NORTHERN SAMAR,CATARMAN,NORTHERN SAMAR,CATARMAN (CAPITAL),PH084800000,PH084805000
254,NORTHERN SAMAR,CATUBIG,156.00,"2,174.00","2,330.00",NORTHERN SAMAR,CATUBIG,,,PH084800000,PH084806000
255,NORTHERN SAMAR,GAMAY,153.00,850.00,"1,003.00",NORTHERN SAMAR,GAMAY,,,PH084800000,PH084807000
256,NORTHERN SAMAR,LAOANG,"1,186.00","7,200.00","8,386.00",NORTHERN SAMAR,LAOANG,,,PH084800000,PH084808000
257,NORTHERN SAMAR,LAPINIG,50.00,"1,442.00","1,492.00",NORTHERN SAMAR,LAPINIG,,,PH084800000,PH084809000
258,NORTHERN SAMAR,LAS NAVAS,3.00,610.00,613.00,NORTHERN SAMAR,LAS NAVAS,,,PH084800000,PH084810000
259,NORTHERN SAMAR,LAVEZARES,176.00,"2,077.00","2,253.00",NORTHERN SAMAR,LAVEZARES,,,PH084800000,PH084811000
260,NORTHERN SAMAR,LOPE DE VEGA,4.00,130.00,134.00,NORTHERN SAMAR,LOPE DE VEGA,,,PH084800000,PH084824000
261,NORTHERN SAMAR,MAPANAS,339.00,"1,245.00","1,584.00",NORTHERN SAMAR,MAPANAS,,,PH084800000,PH084812000
262,NORTHERN SAMAR,MONDRAGON,682.00,"6,155.00","6,837.00",NORTHERN SAMAR,MONDRAGON,,,PH084800000,PH084813000
263,NORTHERN SAMAR,PALAPAG,434.00,"6,340.00","6,774.00",NORTHERN SAMAR,PALAPAG,,,PH084800000,PH084814000
264,NORTHERN SAMAR,PAMBUJAN,582.00,"2,833.00","3,415.00",NORTHERN SAMAR,PAMBUJAN,,,PH084800000,PH084815000
265,NORTHERN SAMAR,ROSARIO,27.00,249.00,276.00,NORTHERN SAMAR,ROSARIO,,,PH084800000,PH084816000
266,NORTHERN SAMAR,SAN ANTONIO,51.00,391.00,442.00,NORTHERN SAMAR,SAN ANTONIO,,,PH084800000,PH084817000
267,NORTHERN SAMAR,SAN ISIDRO,81.00,276.00,357.00,NORTHERN SAMAR,SAN ISIDRO,,,PH084800000,PH084818000
268,NORTHERN SAMAR,SAN JOSE,"1,015.00","2,125.00","3,140.00",NORTHERN SAMAR,SAN JOSE,,,PH084800000,PH084819000
269,NORTHERN SAMAR,SAN ROQUE,555.00,564.00,"1,119.00",NORTHERN SAMAR,SAN ROQUE,,,PH084800000,PH084820000
270,NORTHERN SAMAR,SAN VICENTE,21.00,143.00,164.00,NORTHERN SAMAR,SAN VICENTE,,,PH084800000,PH084821000
271,NORTHERN SAMAR,SILVINO LOBOS,,522.00,522.00,NORTHERN SAMAR,SILVINO LOBOS,,,PH084800000,PH084822000
272,NORTHERN SAMAR,VICTORIA,41.00,132.00,173.00,NORTHERN SAMAR,VICTORIA,,,PH084800000,PH084823000
273,EASTERN SAMAR,SAN POLICARPIO,124.00,727.00,851.00,EASTERN SAMAR,SAN POLICARPIO,EASTERN SAMAR,SAN POLICARPO,PH082600000,PH082621000
274,EASTERN SAMAR,ARTECHE,106.00,"1,960.00","2,066.00",EASTERN SAMAR,ARTECHE,,,PH082600000,PH082601000
275,EASTERN SAMAR,JIPAPAD,10.00,450.00,460.00,EASTERN SAMAR,JIPAPAD,,,PH082600000,PH082611000
276,SAMAR,CATBALOGAN CITY,585.00,"2,485.00","3,070.00",SAMAR,CATBALOGAN CITY,SAMAR (WESTERN SAMAR),CITY OF CATBALOGAN (CAPITAL),PH086000000,PH086005000
277,SAMAR,CALBAYOG CITY,264.00,"3,185.00","3,449.00",SAMAR,CALBAYOG CITY,SAMAR (WESTERN SAMAR),CALBAYOG CITY,PH086000000,PH086003000
278,SAMAR (WESTERN),ALMAGRO,21.00,250.00,271.00,SAMAR (WESTERN),ALMAGRO,SAMAR (WESTERN SAMAR),ALMAGRO,PH086000000,PH086001000
279,SAMAR (WESTERN),CALBIGA,,366.00,366.00,SAMAR (WESTERN),CALBIGA,SAMAR (WESTERN SAMAR),CALBIGA,PH086000000,PH086004000
280,SAMAR (WESTERN),DARAM,364.00,"2,662.00","3,026.00",SAMAR (WESTERN),DARAM,SAMAR (WESTERN SAMAR),DARAM,PH086000000,PH086006000
281,SAMAR (WESTERN),GANDARA,58.00,"3,578.00","3,636.00",SAMAR (WESTERN),GANDARA,SAMAR (WESTERN SAMAR),GANDARA,PH086000000,PH086007000
282,SAMAR (WESTERN),HINABANGAN,15.00,350.00,365.00,SAMAR (WESTERN),HINABANGAN,SAMAR (WESTERN SAMAR),HINABANGAN,PH086000000,PH086008000
283,SAMAR (WESTERN),JIABONG,93.00,129.00,222.00,SAMAR (WESTERN),JIABONG,SAMAR (WESTERN SAMAR),JIABONG,PH086000000,PH086009000
284,SAMAR (WESTERN),MOTIONG,50.00,0.00,50.00,SAMAR (WESTERN),MOTIONG,SAMAR (WESTERN SAMAR),MOTIONG,PH086000000,PH086012000
285,SAMAR (WESTERN),PARANAS,6.00,132.00,138.00,SAMAR (WESTERN),PARANAS,SAMAR (WESTERN SAMAR),PARANAS (WRIGHT),PH086000000,PH086022000
286,SAMAR (WESTERN),PINABACDAO,253.00,671.00,924.00,SAMAR (WESTERN),PINABACDAO,SAMAR (WESTERN SAMAR),PINABACDAO,PH086000000,PH086013000
287,SAMAR (WESTERN),PAGSANGJAN,,300.00,300.00,SAMAR (WESTERN),PAGSANGJAN,LAGUNA,PAGSANJAN,PH043400000,PH043419000
288,SAMAR (WESTERN),SAN JORGE ,16.00,587.00,603.00,SAMAR (WESTERN),SAN JORGE ,SAMAR (WESTERN SAMAR),SAN JORGE,PH086000000,PH086025000
289,SAMAR (WESTERN),STA. MARGARITA,339.00,"1,878.00","2,217.00",SAMAR (WESTERN),STA. MARGARITA,,,,
290,SAMAR (WESTERN),STA. RITA,24.00,164.00,188.00,SAMAR (WESTERN),STA. RITA,,,,
291,SAMAR (WESTERN),SAN SEBASTIAN,12.00,871.00,883.00,SAMAR (WESTERN),SAN SEBASTIAN,SAMAR (WESTERN SAMAR),SAN SEBASTIAN,PH086000000,PH086015000
292,SAMAR (WESTERN),STO. NINO,6.00,63.00,69.00,SAMAR (WESTERN),STO. NINO,,,,
293,SAMAR (WESTERN),TARANGAN,160.00,32.00,192.00,SAMAR (WESTERN),TARANGAN,SAMAR (WESTERN SAMAR),TARANGNAN,PH086000000,PH086020000
294,SAMAR (WESTERN),VILLAREAL,251.00,"1,530.00","1,781.00",SAMAR (WESTERN),VILLAREAL,SAMAR (WESTERN SAMAR),VILLAREAL,PH086000000,PH086021000
295,SAMAR (WESTERN),TALOLORA,31.00,97.00,128.00,SAMAR (WESTERN),TALOLORA,,,,
